timestamp,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22
1634758589851,0.00010000000111176632,0.0,0.0,0.00010000000111176632,0.00010000000111176632,0.00010000000111176632,0.00010000000111176632,0.00010000000111176632,0.0,0.00010000000111176632,0.00010000000111176632,0.0,0.00010000000111176632,0.00010000000111176632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634758604851,0.013460800000757445,0.0944304000113334,0.008236800000304356,0.014408000002731569,0.013460800000757445,0.014408000002731569,0.014408000002731569,0.014408000002731569,0.008236800000304356,0.014408000002731569,0.014408000002731569,0.008236800000304356,0.014408000002731569,0.014408000002731569,0.008236800000304356,0.031803199995920295,0.04782720001094276,0.04782720001094276,0.037913600011961535,0.039302400011365535,0.039302400011365535,0.008236800000304356
1634758604851,0.006630399999266956,0.0,0.0,0.0,0.006630399999266956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634758604851,0.0,0.0,0.0,0.007104000000254018,0.0,0.007104000000254018,0.007104000000254018,0.007104000000254018,0.0,0.007104000000254018,0.007104000000254018,0.0,0.007104000000254018,0.007104000000254018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634758604860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064064000034704804,0.0,0.0,0.0
1634758604860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042624000016076025,0.0,0.0,0.0
1634758604860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042624000016076025,0.0,0.0,0.0
1634758604860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008051199998590164,0.0,0.0,0.0
1634758604861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006864000002678949,0.006864000002678949,0.0,0.006864000002678949,0.006864000002678949,0.0
1634758604861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042624000016076025,0.0042624000016076025,0.0,0.0042624000016076025,0.0042624000016076025,0.0
1634758604861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042624000016076025,0.0042624000016076025,0.0,0.0042624000016076025,0.0042624000016076025,0.0
1634758604861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008524799999577226,0.008524799999577226,0.0,0.008524799999577226,0.008524799999577226,0.0
1634758604863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004118400000152178
1634758604864,0.0,0.0038896000005479436,0.004118400000152178,0.0,0.0,0.0,0.0,0.0,0.004118400000152178,0.0,0.0,0.004118400000152178,0.0,0.0,0.004118400000152178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634758604871,0.0,0.008998400000564288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634758604874,0.0,0.016473600000608712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634758619851,0.00010000000111176632,0.0378880000062054,0.0,0.00010000000111176632,0.00010000000111176632,0.00010000000111176632,0.00010000000111176632,0.00010000000111176632,0.0,0.00010000000111176632,0.00010000000111176632,0.0,0.00010000000111176632,0.00010000000111176632,0.0,0.022651199997199,0.0,0.0,0.0,0.0,0.0,0.0
1634758619851,0.006630399999266956,0.0,0.0,0.0,0.006630399999266956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634758619851,0.0,0.0,0.0,0.007104000000254018,0.0,0.007104000000254018,0.007104000000254018,0.007104000000254018,0.0,0.007104000000254018,0.007104000000254018,0.0,0.007104000000254018,0.007104000000254018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634758619860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064064000034704804,0.0,0.0,0.0
1634758619860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042624000016076025,0.0,0.0,0.0
1634758619860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042624000016076025,0.0,0.0,0.0
1634758619861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006864000002678949,0.006864000002678949,0.0,0.006864000002678949,0.006864000002678949,0.0
1634758619861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042624000016076025,0.0042624000016076025,0.0,0.0042624000016076025,0.0042624000016076025,0.0
1634758619861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042624000016076025,0.0042624000016076025,0.0,0.0042624000016076025,0.0042624000016076025,0.0
