timestamp,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22
1633365917430,0.00010000000111176632,0.0,0.0,0.00010000000111176632,0.00010000000111176632,0.00010000000111176632,0.00010000000111176632,0.00010000000111176632,0.0,0.00010000000111176632,0.00010000000111176632,0.0,0.00010000000111176632,0.00010000000111176632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1633365977430,0.04028240000116057,0.25611040003059315,0.02059200000076089,0.04312400000708294,0.04028240000116057,0.04312400000708294,0.04312400000708294,0.04312400000708294,0.02059200000076089,0.04312400000708294,0.04312400000708294,0.02059200000076089,0.04312400000708294,0.04312400000708294,0.02059200000076089,0.08625759998903959,0.1195680000273569,0.1195680000273569,0.09880960002919892,0.10251840002820245,0.10251840002820245,0.02059200000076089
1633366037430,0.020191200001136167,0.358267200015689,0.016473600000608712,0.021612000004097354,0.05052800001067226,0.021612000004097354,0.053843200017581694,0.05052800001067226,0.032947200001217425,0.053843200017581694,0.053843200017581694,0.032947200001217425,0.05052800001067226,0.021612000004097354,0.02471040000091307,0.12057759998060646,0.19782720004513976,0.14348160003282828,0.12434080003367853,0.0871296000223083,0.16828320004424313,0.02471040000091307
1633366097430,0.02692160000151489,0.4505904000325245,0.032947200001217425,0.06094720001783571,0.04748640000252635,0.057632000010926276,0.09213120002823416,0.050328000008448726,0.03912480000144569,0.08692160001737648,0.05080160000943579,0.03912480000144569,0.08644800001638941,0.028816000005463138,0.032947200001217425,0.15169439997771406,0.22384800005238503,0.19130880004377104,0.11455520003073616,0.16828320004424313,0.2105072000522341,0.02265120000083698
1633366157430,0.028342400004476076,0.44051200003013946,0.04942080000182614,0.09213120002823416,0.057632000010926276,0.08644800001638941,0.09213120002823416,0.028816000005463138,0.032947200001217425,0.08644800001638941,0.061420800018822774,0.04118400000152178,0.050328000008448726,0.028816000005463138,0.02265120000083698,0.14826239997637458,0.24096640005154768,0.12726240003030398,0.1262032000340696,0.2575040000665467,0.17037440004423843,0.02471040000091307
1633366217440,0.03602000000682892,0.4039552000067488,0.03912480000144569,0.09980880003058701,0.0936520000177552,0.05042800000956049,0.05080160000943579,0.028816000005463138,0.02265120000083698,0.050328000008448726,0.09980880003058701,0.03912480000144569,0.028816000005463138,0.03791440001077717,0.016473600000608712,0.13590719997591805,0.23750240005392698,0.09776160002365941,0.16916640004637884,0.2056432000536006,0.11896640003033099,0.032947200001217425
1633366277441,0.057632000010926276,0.41895040000235895,0.04118400000152178,0.09213120002823416,0.08644800001638941,0.06483600001229206,0.06909840002117562,0.028816000005463138,0.02471040000091307,0.028816000005463138,0.09213120002823416,0.032947200001217425,0.028816000005463138,0.028816000005463138,0.016473600000608712,0.14094079997448716,0.19784320004691835,0.09635680002247682,0.21012960005464265,0.2182016000551812,0.1296832000334689,0.04118400000152178
1633366337441,0.04322400000819471,0.5040047999973467,0.04942080000182614,0.09213120002823416,0.08644800001638941,0.08644800001638941,0.09213120002823416,0.06483600001229206,0.04118400000152178,0.06483600001229206,0.09213120002823416,0.04118400000152178,0.06483600001229206,0.030710400009411387,0.02471040000091307,0.16954079996867222,0.24661760005983524,0.14558880003460217,0.19734240005345782,0.2575040000665467,0.20967680005560396,0.03912480000144569
1633366397440,0.06483600001229206,0.4990880000113975,0.028828800001065247,0.04322400000819471,0.040382400002272334,0.04322400000819471,0.09213120002823416,0.08644800001638941,0.04942080000182614,0.08644800001638941,0.09213120002823416,0.04942080000182614,0.04322400000819471,0.028816000005463138,0.02265120000083698,0.16793919997144258,0.2988240000740916,0.13601600002948544,0.15572000004249276,0.14691360003780574,0.26116480006749043,0.030888000001141336
1633366457440,0.08644800001638941,0.4419168000204081,0.016473600000608712,0.028816000005463138,0.02692160000151489,0.028816000005463138,0.09213120002823416,0.08644800001638941,0.04942080000182614,0.08644800001638941,0.04322400000819471,0.03912480000144569,0.06483600001229206,0.061420800018822774,0.032947200001217425,0.14871999997558305,0.2236192000527808,0.19575200004692306,0.16434560004563536,0.07860480002273107,0.2575040000665467,0.032947200001217425
